Organization,Country,Lattitude,Longitude,Industry,Organization size,Owner,Lead acquisition date,Product,Status,Status sequence,Stage,Stage sequence,"Deal Value, $","Probability, %",Expected close date,Actual close date,,
Walter Group,Italy,41.902782,12.496366,Transportation & Logistics,Micro (1-10),John Smith,4/17/24,Services,New,1,,,762,20,9/29/24,,,
Oberbrunner LLC,Italy,41.902782,12.496366,Banking and Finance,Micro (1-10),David Wilson,3/13/24,Services,New,1,,,463,40,2/19/25,,,
"Howell, Kozey and Pfannerstill",Italy,41.902782,12.496366,Transportation & Logistics,Micro (1-10),Michael Brown,4/7/24,Custom solution,New,1,,,421,40,3/11/25,,,
Jacobson LLC,Netherlands,52.370216,4.895168,Banking and Finance,Micro (1-10),Michael Brown,1/29/24,SAAS,New,1,,,1089,30,12/2/24,,,
Grant Inc,Austria,48.210033,16.363449,Banking and Finance,Micro (1-10),Laura Thompson,5/3/24,SAAS,New,1,,,655,80,9/17/24,,,
"Davis, Yundt and Cartwright",Switzerland,46.204391,6.143158,Transportation & Logistics,Micro (1-10),John Smith,2/22/24,Services,New,1,,,453,10,5/27/24,,,
"Schuster, Altenwerth and Hettinger",Switzerland,46.204391,6.143158,Government Administration Healthcare,Micro (1-10),Jessica Martinez,4/14/24,SAAS,New,1,,,777,40,8/5/24,,,
Wuckert-Mayert,France,48.864716,2.349014,IT & IT Services,Micro (1-10),Laura Thompson,2/10/24,Services,New,1,,,719,80,7/8/24,,,
"Heller, Cassin and Douglas",Portugal,38.736946,-9.142685,IT & IT Services,Micro (1-10),Emily Johnson,5/6/24,Services,New,1,,,657,20,1/31/25,,,
"Schroeder, Jacobson and Gottlieb",Switzerland,46.204391,6.143158,Transportation & Logistics,Micro (1-10),Laura Thompson,1/9/24,Services,New,1,,,226,20,7/26/24,,,
Klocko-Effertz,Germany,52.520008,13.404954,Entertainment & Media & Hospitality,Micro (1-10),Laura Thompson,1/26/24,Services,New,1,,,439,30,7/6/24,,,
"Rohan, Lueilwitz and Barrows",Switzerland,46.204391,6.143158,Agriculture & Mining,Micro (1-10),Emily Johnson,2/22/24,Custom solution,New,1,,,311,20,7/28/24,,,
Kunde Inc,Austria,48.210033,16.363449,IT & IT Services,Micro (1-10),Jessica Martinez,2/10/24,SAAS,New,1,,,1160,60,9/16/24,,,
"DuBuque, Smith and Price",Spain,40.416775,-3.703790,Recreation & Sports,Micro (1-10),Michael Brown,5/1/24,SAAS,New,1,,,696,10,7/20/24,,,
Jerde LLC,Spain,40.416775,-3.703790,Entertainment & Media & Hospitality,Micro (1-10),Laura Thompson,4/20/24,Custom solution,New,1,,,696,50,6/11/24,,,
O'Reilly-Kling,Germany,52.520008,13.404954,Banking and Finance,Micro (1-10),Emily Johnson,4/4/24,Custom solution,New,1,,,633,50,8/20/24,,,
"Gutkowski, Cassin and Conn",Austria,48.210033,16.363449,Retail & Distribution,Micro (1-10),Laura Thompson,5/30/24,Services,New,1,,,683,20,10/2/24,,,
Gusikowski-Murray,Belgium,51.260197,4.402771,Retail & Distribution,Micro (1-10),Laura Thompson,4/14/24,SAAS,New,1,,,433,70,12/21/24,,,
Haag-Murazik,Germany,52.520008,13.404954,Banking and Finance,Micro (1-10),Michael Brown,2/12/24,SAAS,New,1,,,456,100,10/19/24,,,
Doyle-Shields,Portugal,38.736946,-9.142685,Government Administration Healthcare,Micro (1-10),Sarah Davis,5/11/24,SAAS,New,1,,,211,30,9/11/24,,,
"Windler, Gutmann and Von",France,48.864716,2.349014,Education & Science,Micro (1-10),David Wilson,4/14/24,Services,New,1,,,345,40,1/22/25,,,
"Larkin, Nikolaus and Zboncak",Spain,40.416775,-3.703790,Retail & Distribution,Micro (1-10),Jessica Martinez,3/12/24,SAAS,New,1,,,496,70,6/23/24,,,
O'Keefe-Simonis,Portugal,38.736946,-9.142685,Banking and Finance,Micro (1-10),Laura Thompson,5/14/24,SAAS,New,1,,,897,50,8/11/24,,,
Torphy LLC,Italy,41.902782,12.496366,Construction & Engineering,Micro (1-10),David Wilson,4/28/24,Custom solution,New,1,,,244,100,4/20/25,,,
"Wolff, Stehr and Gutmann",Netherlands,52.370216,4.895168,Manufacturing & Production,Micro (1-10),John Smith,4/29/24,SAAS,New,1,,,1181,20,6/13/24,,,
"Murphy, Pfeffer and Hodkiewicz",Switzerland,46.204391,6.143158,Transportation & Logistics,Micro (1-10),Sarah Davis,2/12/24,Services,New,1,,,447,90,8/15/24,,,
Moore-Bailey,Portugal,38.736946,-9.142685,Professional Services  & Consulting,Micro (1-10),Laura Thompson,5/8/24,Services,New,1,,,679,80,1/19/25,,,
"Dach, Gottlieb and Denesik",Switzerland,46.204391,6.143158,Transportation & Logistics,Micro (1-10),Jessica Martinez,4/15/24,Custom solution,New,1,,,705,50,7/7/24,,,
"Sipes, Weimann and Veum",Netherlands,52.370216,4.895168,Retail & Distribution,Micro (1-10),Michael Brown,5/23/24,Services,New,1,,,1155,70,8/9/24,,,
Dooley Inc,Netherlands,52.370216,4.895168,Professional Services  & Consulting,Micro (1-10),Jessica Martinez,2/22/24,SAAS,New,1,,,856,20,10/8/24,,,
Beier Inc,Portugal,38.736946,-9.142685,Energy & Utilities,Micro (1-10),Emily Johnson,2/15/24,SAAS,New,1,,,1100,40,1/7/25,,,
"Schumm, Leuschke and Pfeffer",Portugal,38.736946,-9.142685,Government Administration Healthcare,Micro (1-10),David Wilson,1/26/24,Services,New,1,,,277,30,11/24/24,,,
"Huels, Rippin and MacGyver",Portugal,38.736946,-9.142685,Construction & Engineering,Micro (1-10),Michael Brown,4/7/24,Services,New,1,,,597,90,6/27/24,,,
Konopelski-Fritsch,Austria,48.210033,16.363449,Agriculture & Mining,Micro (1-10),Jessica Martinez,5/22/24,Services,New,1,,,618,90,7/14/24,,,
"Fisher, Ebert and Rodriguez",Belgium,51.260197,4.402771,Telecommunications,Micro (1-10),Laura Thompson,5/9/24,SAAS,New,1,,,960,20,4/23/25,,,
Schoen and Sons,Netherlands,52.370216,4.895168,Government Administration Healthcare,Micro (1-10),Jessica Martinez,2/2/24,SAAS,New,1,,,944,30,1/11/25,,,
Osinski-Jones,Italy,41.902782,12.496366,Professional Services  & Consulting,Micro (1-10),Laura Thompson,3/2/24,SAAS,New,1,,,343,100,5/13/24,,,
"Pfannerstill, Bernhard and Schuster",Switzerland,46.204391,6.143158,Telecommunications,Micro (1-10),Jessica Martinez,1/6/24,SAAS,New,1,,,272,100,12/4/24,,,
Kozey and Sons,France,48.864716,2.349014,Banking and Finance,Micro (1-10),Jessica Martinez,2/7/24,SAAS,New,1,,,946,30,12/4/24,,,
"Stiedemann, Cruickshank and Wintheiser",Portugal,38.736946,-9.142685,Manufacturing & Production,Micro (1-10),Michael Brown,3/9/24,Services,New,1,,,720,40,10/5/24,,,
"Smitham, Fadel and Wisoky",Belgium,51.260197,4.402771,Professional Services  & Consulting,Micro (1-10),Michael Brown,2/7/24,Services,New,1,,,1196,50,4/30/24,,,
Schuppe-Hauck,Portugal,38.736946,-9.142685,Agriculture & Mining,Micro (1-10),Jessica Martinez,3/29/24,Custom solution,New,1,,,429,20,2/8/25,,,
Leenti,Belgium,51.260197,4.402771,IT & IT Services,Medium (201-500),Michael Brown,2/17/24,SAAS,New,1,,,2023,40,9/24/24,,,
Centidel,Germany,52.520008,13.404954,Government Administration Healthcare,Medium (201-500),Michael Brown,4/6/24,Services,New,1,,,7694,60,8/8/24,,,
Yabox,Netherlands,52.370216,4.895168,Agriculture & Mining,Medium (201-500),Emily Johnson,4/12/24,Services,New,1,,,3165,20,6/7/24,,,
Brainsphere,Austria,48.210033,16.363449,Entertainment & Media & Hospitality,Medium (201-500),John Smith,2/12/24,SAAS,New,1,,,7131,40,11/12/24,,,
Voolia,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Laura Thompson,3/24/24,Services,New,1,,,648,60,6/24/24,,,
Yodoo,Germany,52.520008,13.404954,Recreation & Sports,Medium (201-500),Michael Brown,2/18/24,Services,New,1,,,3927,60,4/14/24,,,
Lazz,Switzerland,46.204391,6.143158,IT & IT Services,Medium (201-500),Michael Brown,3/23/24,SAAS,New,1,,,4421,30,12/30/24,,,
Centizu,Spain,40.416775,-3.703790,Banking and Finance,Medium (201-500),Michael Brown,5/15/24,Services,New,1,,,290,20,1/23/25,,,
Skinix,Switzerland,46.204391,6.143158,Transportation & Logistics,Medium (201-500),Jessica Martinez,3/11/24,SAAS,New,1,,,2699,80,4/19/24,,,
Photobug,Switzerland,46.204391,6.143158,Banking and Finance,Medium (201-500),David Wilson,1/6/24,SAAS,New,1,,,3195,100,2/17/24,,,
Zoombeat,Spain,40.416775,-3.703790,Retail & Distribution,Medium (201-500),Michael Brown,3/5/24,Services,New,1,,,1765,50,4/14/24,,,
Buzzbean,Germany,52.520008,13.404954,Agriculture & Mining,Medium (201-500),Kevin Anderson,4/8/24,SAAS,New,1,,,7602,30,2/9/25,,,
Trupe,Italy,41.902782,12.496366,Education & Science,Medium (201-500),David Wilson,2/25/24,SAAS,New,1,,,3872,20,6/24/24,,,
Shuffletag,France,48.864716,2.349014,Banking and Finance,Medium (201-500),Michael Brown,5/31/24,Services,New,1,,,6817,20,8/27/24,,,
Skibox,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Jessica Martinez,3/19/24,SAAS,New,1,,,686,60,2/7/25,,,
Riffwire,France,48.864716,2.349014,Entertainment & Media & Hospitality,Medium (201-500),Michael Brown,5/7/24,Services,New,1,,,7489,40,7/28/24,,,
Tagpad,France,48.864716,2.349014,Professional Services  & Consulting,Medium (201-500),Laura Thompson,2/1/24,Services,New,1,,,361,20,8/2/24,,,
Browsezoom,France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),David Wilson,1/29/24,SAAS,New,1,,,6737,80,7/23/24,,,
Shufflebeat,Switzerland,46.204391,6.143158,Education & Science,Medium (201-500),Laura Thompson,1/8/24,Custom solution,New,1,,,3058,10,3/25/24,,,
Skinte,Austria,48.210033,16.363449,Recreation & Sports,Medium (201-500),Emily Johnson,4/22/24,SAAS,New,1,,,6586,40,2/3/25,,,
Innotype,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Laura Thompson,5/18/24,Services,New,1,,,3108,40,4/24/25,,,
Twitterwire,Austria,48.210033,16.363449,Energy & Utilities,Medium (201-500),Jessica Martinez,5/19/24,SAAS,New,1,,,2864,20,11/5/24,,,
Block and Sons,Belgium,51.260197,4.402771,IT & IT Services,Medium (201-500),Kevin Anderson,4/7/24,Services,New,1,,,2513,20,11/8/24,,,
Ernser-Rolfson,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Jessica Martinez,1/10/24,SAAS,New,1,,,2504,30,7/1/24,,,
Leannon Inc,Austria,48.210033,16.363449,Transportation & Logistics,Medium (201-500),Sarah Davis,1/15/24,Services,New,1,,,3666,40,12/29/24,,,
Bins LLC,France,48.864716,2.349014,Recreation & Sports,Medium (201-500),Laura Thompson,5/9/24,Services,New,1,,,5438,60,11/11/24,,,
Farrell Group,Netherlands,52.370216,4.895168,Transportation & Logistics,Medium (201-500),Laura Thompson,5/22/24,Services,New,1,,,1631,20,12/9/24,,,
Jacobs-Rice,France,48.864716,2.349014,Education & Science,Medium (201-500),David Wilson,1/24/24,SAAS,New,1,,,926,20,4/18/24,,,
Rosenbaum Inc,France,48.864716,2.349014,Retail & Distribution,Medium (201-500),Jessica Martinez,1/13/24,SAAS,New,1,,,4198,90,2/19/24,,,
Schoen-Kovacek,France,48.864716,2.349014,Retail & Distribution,Medium (201-500),Jessica Martinez,5/3/24,Custom solution,New,1,,,6604,50,3/14/25,,,
"Fritsch, Kemmer and Littel",Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),Jessica Martinez,3/6/24,SAAS,New,1,,,959,50,3/1/25,,,
"Crona, Morissette and Pouros",Netherlands,52.370216,4.895168,Energy & Utilities,Medium (201-500),Emily Johnson,1/12/24,SAAS,New,1,,,2332,20,3/16/24,,,
"Bayer, Altenwerth and Kozey",Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Laura Thompson,1/20/24,Services,New,1,,,5288,40,7/3/24,,,
Langworth Inc,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Laura Thompson,3/8/24,Custom solution,New,1,,,2839,30,1/23/25,,,
"Schroeder, Stiedemann and Frami",Switzerland,46.204391,6.143158,Education & Science,Medium (201-500),Michael Brown,4/13/24,SAAS,New,1,,,3677,70,5/25/24,,,
Predovic Group,Netherlands,52.370216,4.895168,Entertainment & Media & Hospitality,Medium (201-500),Laura Thompson,2/16/24,Custom solution,New,1,,,6388,90,6/27/24,,,
"Lockman, Rath and Lynch",Germany,52.520008,13.404954,Construction & Engineering,Medium (201-500),Sarah Davis,1/27/24,Services,New,1,,,4941,40,4/3/24,,,
Waters-Swift,Portugal,38.736946,-9.142685,Agriculture & Mining,Medium (201-500),Jessica Martinez,3/14/24,Services,New,1,,,1652,40,2/26/25,,,
"Wisoky, Collins and Kling",Netherlands,52.370216,4.895168,Government Administration Healthcare,Medium (201-500),Michael Brown,4/16/24,Services,New,1,,,1813,50,9/11/24,,,
Koch and Sons,France,48.864716,2.349014,Recreation & Sports,Medium (201-500),Jessica Martinez,3/27/24,Services,New,1,,,4568,20,8/24/24,,,
Swaniawski-Schneider,Spain,40.416775,-3.703790,IT & IT Services,Medium (201-500),Michael Brown,2/20/24,Custom solution,New,1,,,761,40,2/1/25,,,
"Jaskolski, Auer and Morissette",Austria,48.210033,16.363449,Banking and Finance,Medium (201-500),Laura Thompson,5/5/24,Custom solution,New,1,,,6194,50,3/11/25,,,
Sauer Inc,Austria,48.210033,16.363449,Energy & Utilities,Medium (201-500),Kevin Anderson,2/17/24,SAAS,New,1,,,1538,30,5/31/24,,,
Osinski-Schultz,Switzerland,46.204391,6.143158,Agriculture & Mining,Medium (201-500),Laura Thompson,3/26/24,Services,New,1,,,5141,80,7/6/24,,,
Pouros-Gottlieb,France,48.864716,2.349014,IT & IT Services,Medium (201-500),Laura Thompson,4/21/24,Services,New,1,,,4067,50,11/4/24,,,
Lueilwitz and Sons,Austria,48.210033,16.363449,Professional Services  & Consulting,Medium (201-500),Sarah Davis,5/28/24,Services,New,1,,,2214,60,9/20/24,,,
Kirlin Inc,France,48.864716,2.349014,Construction & Engineering,Medium (201-500),Laura Thompson,4/3/24,SAAS,New,1,,,7441,20,9/22/24,,,
Stokes-Gulgowski,Austria,48.210033,16.363449,Banking and Finance,Medium (201-500),Kevin Anderson,2/3/24,Custom solution,New,1,,,2263,20,6/4/24,,,
Heller-Streich,Netherlands,52.370216,4.895168,Banking and Finance,Medium (201-500),David Wilson,1/14/24,SAAS,New,1,,,4085,50,5/29/24,,,
"Pollich, Cole and Morar",Italy,41.902782,12.496366,Manufacturing & Production,Medium (201-500),Kevin Anderson,4/19/24,SAAS,New,1,,,6749,20,8/14/24,,,
"Cummings, Mosciski and Bayer",Austria,48.210033,16.363449,Professional Services  & Consulting,Medium (201-500),Michael Brown,1/16/24,SAAS,New,1,,,422,40,3/21/24,,,
Fay LLC,Italy,41.902782,12.496366,Energy & Utilities,Medium (201-500),Jessica Martinez,5/30/24,Custom solution,New,1,,,3211,30,2/25/25,,,
Kassulke Inc,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Jessica Martinez,1/13/24,SAAS,New,1,,,1894,20,5/7/24,,,
Osinski Group,Belgium,51.260197,4.402771,Government Administration Healthcare,Medium (201-500),Emily Johnson,3/25/24,Services,New,1,,,6133,30,7/5/24,,,
"Blanda, Schuster and Schulist",France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Emily Johnson,2/1/24,Services,New,1,,,3536,50,4/5/24,,,
Reinger-Rutherford,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Sarah Davis,5/31/24,Custom solution,New,1,,,6276,20,2/12/25,,,
Hintz-Franecki,France,48.864716,2.349014,Agriculture & Mining,Medium (201-500),Laura Thompson,5/11/24,Services,New,1,,,5423,50,12/23/24,,,
"Emmerich, Hammes and Jacobs",Germany,52.520008,13.404954,Manufacturing & Production,Medium (201-500),Jessica Martinez,4/20/24,Services,New,1,,,1217,20,2/24/25,,,
Blick Group,Germany,52.520008,13.404954,Government Administration Healthcare,Medium (201-500),Michael Brown,1/31/24,Services,New,1,,,4737,80,5/22/24,,,
"Rutherford, Christiansen and Marquardt",Switzerland,46.204391,6.143158,Transportation & Logistics,Medium (201-500),John Smith,4/29/24,SAAS,New,1,,,5200,20,4/24/25,,,
Littel-Ritchie,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Kevin Anderson,1/10/24,Custom solution,New,1,,,6127,60,7/2/24,,,
"Carroll, Boehm and Zemlak",Switzerland,46.204391,6.143158,Recreation & Sports,Medium (201-500),Laura Thompson,1/3/24,Custom solution,New,1,,,1449,10,7/23/24,,,
Lockman and Sons,France,48.864716,2.349014,Agriculture & Mining,Medium (201-500),David Wilson,3/20/24,Services,New,1,,,4897,40,12/18/24,,,
"Dickinson, Hessel and Luettgen",Portugal,38.736946,-9.142685,Entertainment & Media & Hospitality,Medium (201-500),Jessica Martinez,3/15/24,SAAS,New,1,,,2131,20,5/24/24,,,
Macejkovic Inc,France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Laura Thompson,2/20/24,SAAS,New,1,,,3412,50,1/8/25,,,
Botsford-Reichel,Switzerland,46.204391,6.143158,IT & IT Services,Medium (201-500),Emily Johnson,1/4/24,Custom solution,New,1,,,6066,40,5/18/24,,,
"Schumm, Quigley and Goldner",Austria,48.210033,16.363449,Energy & Utilities,Medium (201-500),Jessica Martinez,2/12/24,Services,New,1,,,7000,40,4/14/24,,,
Hahn Group,Belgium,51.260197,4.402771,Manufacturing & Production,Medium (201-500),Laura Thompson,2/12/24,Custom solution,New,1,,,5247,50,1/28/25,,,
Crooks and Sons,France,48.864716,2.349014,Recreation & Sports,Medium (201-500),Laura Thompson,4/10/24,Services,New,1,,,6449,10,2/12/25,,,
Wehner and Sons,Portugal,38.736946,-9.142685,Banking and Finance,Medium (201-500),Kevin Anderson,5/29/24,SAAS,New,1,,,774,70,5/8/25,,,
"Botsford, Ebert and Keebler",France,48.864716,2.349014,Government Administration Healthcare,Medium (201-500),Jessica Martinez,3/31/24,Services,New,1,,,3600,70,5/20/24,,,
Runte and Sons,Italy,41.902782,12.496366,Retail & Distribution,Medium (201-500),David Wilson,3/11/24,Services,New,1,,,478,20,2/2/25,,,
Dach Group,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Laura Thompson,5/19/24,Services,New,1,,,6164,40,2/6/25,,,
Ernser-Ebert,Belgium,51.260197,4.402771,Professional Services  & Consulting,Medium (201-500),Sarah Davis,4/2/24,SAAS,New,1,,,1794,50,5/29/24,,,
Koss Group,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Sarah Davis,1/2/24,Custom solution,New,1,,,6881,20,8/9/24,,,
"Von, Torp and Deckow",Italy,41.902782,12.496366,Professional Services  & Consulting,Medium (201-500),Michael Brown,4/22/24,Custom solution,New,1,,,1580,10,4/12/25,,,
"Morar, Runolfsdottir and Kris",Italy,41.902782,12.496366,Education & Science,Medium (201-500),Michael Brown,3/9/24,SAAS,New,1,,,4840,10,10/22/24,,,
"Fahey, Paucek and Barrows",Spain,40.416775,-3.703790,Construction & Engineering,Medium (201-500),Laura Thompson,1/31/24,Services,New,1,,,5943,30,7/10/24,,,
Stanton-Quitzon,Switzerland,46.204391,6.143158,Banking and Finance,Medium (201-500),Laura Thompson,1/31/24,SAAS,New,1,,,4116,90,11/6/24,,,
"Fay, Stroman and O'Keefe",Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),Laura Thompson,5/6/24,SAAS,New,1,,,4588,30,3/6/25,,,
"Morar, Nolan and Hoeger",Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),Michael Brown,1/30/24,SAAS,New,1,,,7420,80,9/17/24,,,
Herzog Group,Portugal,38.736946,-9.142685,IT & IT Services,Medium (201-500),Michael Brown,3/6/24,SAAS,New,1,,,1956,40,8/10/24,,,
Kreiger and Sons,Switzerland,46.204391,6.143158,Banking and Finance,Medium (201-500),Sarah Davis,5/16/24,SAAS,New,1,,,3137,30,6/5/24,,,
Walsh-Weber,Spain,40.416775,-3.703790,Transportation & Logistics,Medium (201-500),Laura Thompson,3/31/24,Services,New,1,,,3915,20,5/3/24,,,
Heaney-Schneider,Switzerland,46.204391,6.143158,Agriculture & Mining,Medium (201-500),Sarah Davis,5/22/24,SAAS,New,1,,,764,90,11/23/24,,,
Bernhard-McCullough,Germany,52.520008,13.404954,Telecommunications,Medium (201-500),Laura Thompson,4/20/24,Services,New,1,,,3298,20,11/9/24,,,
Weissnat-D'Amore,Netherlands,52.370216,4.895168,Transportation & Logistics,Medium (201-500),John Smith,5/28/24,Services,New,1,,,5766,20,7/23/24,,,
"Bruen, Daugherty and Strosin",Austria,48.210033,16.363449,Transportation & Logistics,Medium (201-500),Michael Brown,5/3/24,Services,New,1,,,1937,30,6/26/24,,,
"Bailey, Heaney and Champlin",Netherlands,52.370216,4.895168,IT & IT Services,Medium (201-500),Emily Johnson,2/11/24,Services,New,1,,,6782,60,4/1/24,,,
Bartoletti and Sons,Netherlands,52.370216,4.895168,Telecommunications,Medium (201-500),Emily Johnson,3/17/24,Services,New,1,,,2270,10,9/18/24,,,
Green-Leuschke,Germany,52.520008,13.404954,Manufacturing & Production,Medium (201-500),Michael Brown,3/29/24,Services,New,1,,,7722,80,9/9/24,,,
Pouros LLC,Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Kevin Anderson,5/18/24,Services,New,1,,,3419,90,2/19/25,,,
Rau-Erdman,Germany,52.520008,13.404954,Education & Science,Medium (201-500),Sarah Davis,2/29/24,SAAS,New,1,,,7103,50,1/4/25,,,
Gutkowski-Williamson,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Laura Thompson,3/20/24,Services,New,1,,,7155,40,2/15/25,,,
"Daugherty, Torphy and Goldner",Switzerland,46.204391,6.143158,Construction & Engineering,Medium (201-500),Emily Johnson,1/2/24,SAAS,New,1,,,7505,50,8/25/24,,,
Hoppe LLC,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Emily Johnson,5/6/24,SAAS,New,1,,,1076,20,8/4/24,,,
McLaughlin-Glover,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Laura Thompson,2/18/24,SAAS,New,1,,,3880,20,5/9/24,,,
Graham LLC,France,48.864716,2.349014,Telecommunications,Medium (201-500),Michael Brown,2/27/24,Custom solution,New,1,,,1854,20,9/11/24,,,
